timestamp,user_id,role,department,action,patient_id,workstation,status
2025-06-04 18:36:21,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6044,WS-017,SUCCESS
2025-06-04 18:46:50,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6036,WS-006,SUCCESS
2025-06-04 18:53:09,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6018,WS-012,SUCCESS
2025-06-04 18:55:43,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6091,WS-018,SUCCESS
2025-06-04 18:56:20,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6084,WS-004,SUCCESS
2025-06-04 18:57:33,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6029,WS-021,SUCCESS
2025-06-05 03:00:00,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6008,WS-099,SUCCESS
2025-06-05 03:04:00,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6045,WS-099,SUCCESS
2025-06-05 03:08:00,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6026,WS-099,SUCCESS
2025-06-05 03:12:00,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6053,WS-099,SUCCESS
2025-06-05 03:16:00,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6001,WS-099,SUCCESS
2025-06-05 03:20:00,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6106,WS-099,SUCCESS
2025-06-05 07:18:18,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6107,WS-010,SUCCESS
2025-06-05 07:19:48,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6071,WS-012,SUCCESS
2025-06-05 07:24:24,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6080,WS-005,SUCCESS
2025-06-05 07:33:01,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6103,WS-004,SUCCESS
2025-06-05 07:41:26,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6059,WS-023,SUCCESS
2025-06-05 07:59:45,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6085,WS-021,SUCCESS
2025-06-05 08:18:07,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6024,WS-016,SUCCESS
2025-06-05 08:18:39,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6115,WS-016,SUCCESS
2025-06-05 08:22:12,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6007,WS-021,SUCCESS
2025-06-05 08:27:36,kpatel,Nurse,Family Medicine,VIEW_CHART,PT-6027,WS-004,SUCCESS
2025-06-05 08:32:51,kpatel,Nurse,Family Medicine,VIEW_CHART,PT-6035,WS-024,SUCCESS
2025-06-05 08:40:37,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6012,WS-013,SUCCESS
2025-06-05 08:42:46,jchen,Nurse,Cardiology,VIEW_LABS,PT-6023,WS-015,SUCCESS
2025-06-05 08:44:15,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6025,WS-022,SUCCESS
2025-06-05 08:44:19,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6046,WS-021,SUCCESS
2025-06-05 08:45:50,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6087,WS-016,SUCCESS
2025-06-05 08:45:52,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6112,WS-022,SUCCESS
2025-06-05 08:58:05,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6061,WS-013,SUCCESS
2025-06-05 09:03:55,dwilson,Physician,Orthopedics,UPDATE_VITALS,PT-6045,WS-002,SUCCESS
2025-06-05 09:10:32,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6053,WS-004,SUCCESS
2025-06-05 09:13:02,kpatel,Nurse,Family Medicine,VIEW_CHART,PT-6040,WS-001,SUCCESS
2025-06-05 09:18:27,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6103,WS-023,SUCCESS
2025-06-05 09:28:44,tbrown,Billing Specialist,Revenue Cycle,UPDATE_VITALS,PT-6075,WS-001,SUCCESS
2025-06-05 09:32:50,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6080,WS-001,SUCCESS
2025-06-05 09:47:39,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6066,WS-009,SUCCESS
2025-06-05 09:57:20,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6047,WS-004,SUCCESS
2025-06-05 09:57:31,jchen,Nurse,Cardiology,VIEW_LABS,PT-6069,WS-020,SUCCESS
2025-06-05 10:05:41,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6090,WS-024,SUCCESS
2025-06-05 10:10:26,jchen,Nurse,Cardiology,VIEW_LABS,PT-6105,WS-005,SUCCESS
2025-06-05 10:11:48,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6031,WS-005,SUCCESS
2025-06-05 10:24:35,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6054,WS-009,SUCCESS
2025-06-05 10:27:44,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6103,WS-019,SUCCESS
2025-06-05 10:28:39,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6072,WS-012,SUCCESS
2025-06-05 10:30:57,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6012,WS-019,SUCCESS
2025-06-05 10:31:03,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6090,WS-016,SUCCESS
2025-06-05 10:43:57,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6021,WS-016,SUCCESS
2025-06-05 10:48:18,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6016,WS-019,SUCCESS
2025-06-05 10:51:29,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6054,WS-006,SUCCESS
2025-06-05 10:52:14,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6061,WS-004,SUCCESS
2025-06-05 11:00:23,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6007,WS-020,SUCCESS
2025-06-05 11:00:50,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6033,WS-016,SUCCESS
2025-06-05 11:03:47,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6043,WS-016,SUCCESS
2025-06-05 11:03:58,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6048,WS-003,SUCCESS
2025-06-05 11:09:26,jchen,Nurse,Cardiology,VIEW_LABS,PT-6026,WS-013,SUCCESS
2025-06-05 11:09:44,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6069,WS-018,SUCCESS
2025-06-05 11:19:28,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6002,WS-020,SUCCESS
2025-06-05 11:25:35,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6100,WS-010,SUCCESS
2025-06-05 11:27:03,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6092,WS-008,SUCCESS
2025-06-05 11:27:36,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6015,WS-012,SUCCESS
2025-06-05 11:47:11,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6113,WS-013,SUCCESS
2025-06-05 11:49:47,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6109,WS-005,SUCCESS
2025-06-05 11:59:15,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6007,WS-024,SUCCESS
2025-06-05 12:06:41,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6098,WS-019,SUCCESS
2025-06-05 12:07:26,kpatel,Nurse,Family Medicine,VIEW_CHART,PT-6087,WS-022,SUCCESS
2025-06-05 12:10:05,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6119,WS-002,SUCCESS
2025-06-05 12:29:40,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6012,WS-022,SUCCESS
2025-06-05 12:31:37,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6116,WS-002,SUCCESS
2025-06-05 12:36:18,jchen,Nurse,Cardiology,VIEW_LABS,PT-6089,WS-016,SUCCESS
2025-06-05 12:36:55,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6063,WS-022,SUCCESS
2025-06-05 12:40:44,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6007,WS-016,SUCCESS
2025-06-05 12:46:32,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6056,WS-008,SUCCESS
2025-06-05 12:49:01,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6025,WS-024,SUCCESS
2025-06-05 12:58:23,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6005,WS-004,SUCCESS
2025-06-05 13:04:26,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6024,WS-007,SUCCESS
2025-06-05 13:04:40,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6057,WS-006,SUCCESS
2025-06-05 13:07:39,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6096,WS-005,SUCCESS
2025-06-05 13:26:01,tbrown,Billing Specialist,Revenue Cycle,UPDATE_VITALS,PT-6098,WS-003,SUCCESS
2025-06-05 13:32:41,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6051,WS-010,SUCCESS
2025-06-05 13:35:08,kpatel,Nurse,Family Medicine,VIEW_CHART,PT-6082,WS-016,SUCCESS
2025-06-05 13:38:25,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6056,WS-005,SUCCESS
2025-06-05 13:38:53,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6037,WS-012,SUCCESS
2025-06-05 13:44:42,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6110,WS-010,SUCCESS
2025-06-05 13:46:25,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6117,WS-022,SUCCESS
2025-06-05 13:48:22,dwilson,Physician,Orthopedics,UPDATE_VITALS,PT-6118,WS-009,SUCCESS
2025-06-05 13:49:40,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6093,WS-024,SUCCESS
2025-06-05 14:09:59,dwilson,Physician,Orthopedics,UPDATE_VITALS,PT-6035,WS-017,SUCCESS
2025-06-05 14:12:49,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6074,WS-014,SUCCESS
2025-06-05 14:17:08,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6004,WS-007,SUCCESS
2025-06-05 14:18:01,jchen,Nurse,Cardiology,VIEW_CHART,PT-6085,WS-018,SUCCESS
2025-06-05 14:18:15,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6100,WS-017,SUCCESS
2025-06-05 14:18:26,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6047,WS-019,SUCCESS
2025-06-05 14:32:17,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6042,WS-008,SUCCESS
2025-06-05 14:35:34,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6019,WS-011,SUCCESS
2025-06-05 14:45:36,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6007,WS-004,SUCCESS
2025-06-05 14:51:16,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6042,WS-007,SUCCESS
2025-06-05 14:53:15,jchen,Nurse,Cardiology,VIEW_LABS,PT-6009,WS-021,SUCCESS
2025-06-05 15:09:34,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6075,WS-022,SUCCESS
2025-06-05 15:13:04,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6098,WS-008,SUCCESS
2025-06-05 15:18:48,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6010,WS-024,SUCCESS
2025-06-05 15:28:35,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6032,WS-011,SUCCESS
2025-06-05 15:33:45,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6093,WS-003,SUCCESS
2025-06-05 15:36:23,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6007,WS-001,SUCCESS
2025-06-05 15:42:30,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6106,WS-005,SUCCESS
2025-06-05 15:43:59,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6086,WS-006,SUCCESS
2025-06-05 15:49:57,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6091,WS-015,SUCCESS
2025-06-05 15:58:43,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6075,WS-015,SUCCESS
2025-06-05 16:05:41,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6060,WS-011,SUCCESS
2025-06-05 16:17:07,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6073,WS-023,SUCCESS
2025-06-05 16:20:13,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6034,WS-019,SUCCESS
2025-06-05 16:20:32,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6098,WS-007,SUCCESS
2025-06-05 16:27:24,jchen,Nurse,Cardiology,UPDATE_VITALS,PT-6025,WS-016,SUCCESS
2025-06-05 16:29:59,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6069,WS-003,SUCCESS
2025-06-05 16:30:00,jchen,Nurse,Cardiology,VIEW_LABS,PT-6078,WS-023,SUCCESS
2025-06-05 16:41:23,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6088,WS-001,SUCCESS
2025-06-05 16:41:26,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6059,WS-023,SUCCESS
2025-06-05 16:49:33,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6032,WS-002,SUCCESS
2025-06-05 16:55:58,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6042,WS-017,SUCCESS
2025-06-05 17:01:24,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6032,WS-007,SUCCESS
2025-06-05 17:04:16,jchen,Nurse,Cardiology,VIEW_CHART,PT-6071,WS-004,SUCCESS
2025-06-05 17:05:12,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6054,WS-014,SUCCESS
2025-06-05 17:06:25,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6057,WS-011,SUCCESS
2025-06-05 17:21:16,jchen,Nurse,Cardiology,VIEW_CHART,PT-6020,WS-011,SUCCESS
2025-06-05 17:21:20,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6118,WS-004,SUCCESS
2025-06-05 17:26:52,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6062,WS-003,SUCCESS
2025-06-05 17:35:59,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6010,WS-013,SUCCESS
2025-06-05 17:37:16,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6041,WS-016,SUCCESS
2025-06-05 17:44:25,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6071,WS-016,SUCCESS
2025-06-05 17:49:58,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6107,WS-002,SUCCESS
2025-06-05 17:55:04,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6048,WS-020,SUCCESS
2025-06-05 17:57:03,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6020,WS-008,SUCCESS
2025-06-05 18:01:24,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6008,WS-001,SUCCESS
2025-06-05 18:04:25,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6099,WS-024,SUCCESS
2025-06-05 18:06:03,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6049,WS-010,SUCCESS
2025-06-05 18:10:50,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6039,WS-020,SUCCESS
2025-06-05 18:12:27,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6113,WS-024,SUCCESS
2025-06-05 18:38:54,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6033,WS-008,SUCCESS
2025-06-05 18:40:22,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6100,WS-002,SUCCESS
2025-06-05 18:41:14,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6042,WS-020,SUCCESS
2025-06-05 18:42:59,rsmith,Registration Clerk,Front Desk,VIEW_LABS,PT-6048,WS-013,SUCCESS
2025-06-05 18:46:09,kpatel,Nurse,Family Medicine,VIEW_MEDS,PT-6098,WS-014,SUCCESS
2025-06-05 18:48:41,mlopez,Physician,Pulmonology,PRINT_SUMMARY,PT-6044,WS-007,SUCCESS
2025-06-05 18:53:05,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6062,WS-019,SUCCESS
2025-06-05 18:59:57,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6023,WS-021,SUCCESS
2025-06-06 07:03:06,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6074,WS-004,SUCCESS
2025-06-06 07:07:43,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6039,WS-023,SUCCESS
2025-06-06 07:09:50,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6005,WS-010,SUCCESS
2025-06-06 07:10:48,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6088,WS-006,SUCCESS
2025-06-06 07:20:40,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6018,WS-010,SUCCESS
2025-06-06 07:23:40,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6109,WS-019,SUCCESS
2025-06-06 07:26:24,jchen,Nurse,Cardiology,UPDATE_VITALS,PT-6073,WS-020,SUCCESS
2025-06-06 07:43:19,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6077,WS-004,SUCCESS
2025-06-06 07:44:39,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6106,WS-015,SUCCESS
2025-06-06 07:45:22,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6057,WS-020,SUCCESS
2025-06-06 08:02:58,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6045,WS-013,SUCCESS
2025-06-06 08:03:15,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6036,WS-015,SUCCESS
2025-06-06 08:03:18,rsmith,Registration Clerk,Front Desk,UPDATE_VITALS,PT-6041,WS-020,SUCCESS
2025-06-06 08:05:51,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6094,WS-013,SUCCESS
2025-06-06 08:08:26,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6034,WS-021,SUCCESS
2025-06-06 08:12:04,dwilson,Physician,Orthopedics,VIEW_LABS,PT-6066,WS-016,SUCCESS
2025-06-06 08:21:23,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6082,WS-006,SUCCESS
2025-06-06 08:26:40,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6117,WS-017,SUCCESS
2025-06-06 08:28:35,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6074,WS-017,SUCCESS
2025-06-06 08:33:30,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6034,WS-018,SUCCESS
2025-06-06 08:36:44,jchen,Nurse,Cardiology,VIEW_LABS,PT-6011,WS-008,SUCCESS
2025-06-06 08:43:55,jchen,Nurse,Cardiology,VIEW_CHART,PT-6056,WS-017,SUCCESS
2025-06-06 08:51:02,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6053,WS-016,SUCCESS
2025-06-06 08:54:46,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6109,WS-006,SUCCESS
2025-06-06 09:02:55,tbrown,Billing Specialist,Revenue Cycle,UPDATE_VITALS,PT-6046,WS-003,SUCCESS
2025-06-06 09:07:00,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6086,WS-022,SUCCESS
2025-06-06 09:14:19,dwilson,Physician,Orthopedics,UPDATE_VITALS,PT-6050,WS-018,SUCCESS
2025-06-06 09:17:39,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6044,WS-008,SUCCESS
2025-06-06 09:18:50,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6011,WS-008,SUCCESS
2025-06-06 09:22:57,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6015,WS-005,SUCCESS
2025-06-06 09:24:33,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6028,WS-005,SUCCESS
2025-06-06 09:25:38,jchen,Nurse,Cardiology,VIEW_CHART,PT-6088,WS-024,SUCCESS
2025-06-06 09:29:36,tbrown,Billing Specialist,Revenue Cycle,VIEW_LABS,PT-6052,WS-006,SUCCESS
2025-06-06 09:37:09,jchen,Nurse,Cardiology,PRINT_SUMMARY,PT-6023,WS-005,SUCCESS
2025-06-06 09:43:45,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6018,WS-022,SUCCESS
2025-06-06 09:51:37,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6013,WS-012,SUCCESS
2025-06-06 10:04:42,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6038,WS-018,SUCCESS
2025-06-06 10:11:42,jchen,Nurse,Cardiology,VIEW_LABS,PT-6072,WS-012,SUCCESS
2025-06-06 10:27:46,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6036,WS-012,SUCCESS
2025-06-06 10:29:54,jchen,Nurse,Cardiology,VIEW_CHART,PT-6093,WS-016,SUCCESS
2025-06-06 10:30:54,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6067,WS-018,SUCCESS
2025-06-06 10:36:00,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6038,WS-005,SUCCESS
2025-06-06 10:42:35,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6002,WS-008,SUCCESS
2025-06-06 10:46:39,dwilson,Physician,Orthopedics,VIEW_MEDS,PT-6038,WS-014,SUCCESS
2025-06-06 11:00:14,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6065,WS-018,SUCCESS
2025-06-06 11:01:21,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6011,WS-001,SUCCESS
2025-06-06 11:01:50,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6015,WS-014,SUCCESS
2025-06-06 11:03:45,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6107,WS-011,SUCCESS
2025-06-06 11:05:27,jchen,Nurse,Cardiology,VIEW_LABS,PT-6056,WS-001,SUCCESS
2025-06-06 11:05:49,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6030,WS-023,SUCCESS
2025-06-06 11:07:09,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6095,WS-003,SUCCESS
2025-06-06 11:13:31,agarcia,Nurse,Endocrinology,VIEW_CHART,PT-6023,WS-010,SUCCESS
2025-06-06 11:14:06,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6048,WS-021,SUCCESS
2025-06-06 11:14:17,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6088,WS-014,SUCCESS
2025-06-06 11:14:57,rsmith,Registration Clerk,Front Desk,VIEW_CHART,PT-6066,WS-008,SUCCESS
2025-06-06 11:17:33,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6086,WS-012,SUCCESS
2025-06-06 11:19:16,jchen,Nurse,Cardiology,VIEW_CHART,PT-6116,WS-014,SUCCESS
2025-06-06 11:21:18,dwilson,Physician,Orthopedics,UPDATE_VITALS,PT-6068,WS-013,SUCCESS
2025-06-06 11:35:53,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6050,WS-001,SUCCESS
2025-06-06 11:37:40,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6028,WS-013,SUCCESS
2025-06-06 11:38:23,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6090,WS-012,SUCCESS
2025-06-06 11:44:51,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6099,WS-012,SUCCESS
2025-06-06 11:46:14,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6075,WS-001,SUCCESS
2025-06-06 11:49:10,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6115,WS-019,SUCCESS
2025-06-06 11:50:25,agarcia,Nurse,Endocrinology,VIEW_MEDS,PT-6099,WS-021,SUCCESS
2025-06-06 11:50:59,agarcia,Nurse,Endocrinology,PRINT_SUMMARY,PT-6027,WS-005,SUCCESS
2025-06-06 11:52:04,mlopez,Physician,Pulmonology,VIEW_LABS,PT-6069,WS-019,SUCCESS
2025-06-06 11:54:51,jchen,Nurse,Cardiology,VIEW_MEDS,PT-6017,WS-022,SUCCESS
2025-06-06 12:02:55,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6099,WS-015,SUCCESS
2025-06-06 12:13:36,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6085,WS-001,SUCCESS
2025-06-06 12:13:39,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6074,WS-008,SUCCESS
2025-06-06 12:21:26,jchen,Nurse,Cardiology,VIEW_CHART,PT-6067,WS-018,SUCCESS
2025-06-06 12:26:12,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6086,WS-003,SUCCESS
2025-06-06 12:31:50,kpatel,Nurse,Family Medicine,PRINT_SUMMARY,PT-6038,WS-020,SUCCESS
2025-06-06 12:36:16,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6020,WS-012,SUCCESS
2025-06-06 12:44:03,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6003,WS-008,SUCCESS
2025-06-06 12:58:28,rsmith,Registration Clerk,Front Desk,PRINT_SUMMARY,PT-6019,WS-014,SUCCESS
2025-06-06 13:00:39,tbrown,Billing Specialist,Revenue Cycle,PRINT_SUMMARY,PT-6118,WS-019,SUCCESS
2025-06-06 13:03:28,agarcia,Nurse,Endocrinology,VIEW_LABS,PT-6109,WS-015,SUCCESS
2025-06-06 13:08:22,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6117,WS-014,SUCCESS
2025-06-06 13:12:30,mlopez,Physician,Pulmonology,UPDATE_VITALS,PT-6031,WS-014,SUCCESS
2025-06-06 13:13:15,dwilson,Physician,Orthopedics,PRINT_SUMMARY,PT-6013,WS-001,SUCCESS
2025-06-06 13:14:05,jchen,Nurse,Cardiology,VIEW_CHART,PT-6066,WS-012,SUCCESS
2025-06-06 13:18:10,tbrown,Billing Specialist,Revenue Cycle,VIEW_CHART,PT-6052,WS-012,SUCCESS
2025-06-06 13:22:10,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6041,WS-014,SUCCESS
2025-06-06 13:24:21,kpatel,Nurse,Family Medicine,VIEW_LABS,PT-6056,WS-004,SUCCESS
2025-06-06 13:27:43,tbrown,Billing Specialist,Revenue Cycle,VIEW_MEDS,PT-6066,WS-017,SUCCESS
2025-06-06 13:39:51,mlopez,Physician,Pulmonology,VIEW_CHART,PT-6002,WS-004,SUCCESS
2025-06-06 13:40:47,rsmith,Registration Clerk,Front Desk,VIEW_MEDS,PT-6034,WS-010,SUCCESS
2025-06-06 13:52:26,mlopez,Physician,Pulmonology,VIEW_MEDS,PT-6021,WS-001,SUCCESS
2025-06-06 13:55:41,kpatel,Nurse,Family Medicine,UPDATE_VITALS,PT-6031,WS-024,SUCCESS
2025-06-06 13:59:31,dwilson,Physician,Orthopedics,VIEW_CHART,PT-6056,WS-002,SUCCESS
2025-06-06 14:03:02,agarcia,Nurse,Endocrinology,UPDATE_VITALS,PT-6068,WS-008,SUCCESS
